Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
14-04-2025,AQS,340030006,1,0.041,ppm,38,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
15-04-2025,AQS,340030006,1,0.043,ppm,40,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
16-04-2025,AQS,340030006,1,0.038,ppm,35,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
17-04-2025,AQS,340030006,1,0.046,ppm,43,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
18-04-2025,AQS,340030006,1,0.049,ppm,45,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
19-04-2025,AQS,340030006,1,0.054,ppm,50,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
20-04-2025,AQS,340030006,1,0.043,ppm,40,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
21-04-2025,AQS,340030006,1,0.038,ppm,35,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
22-04-2025,AQS,340030006,1,0.047,ppm,44,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
23-04-2025,AQS,340030006,1,0.05,ppm,46,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
24-04-2025,AQS,340030006,1,0.058,ppm,61,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
25-04-2025,AQS,340030006,1,0.052,ppm,48,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
26-04-2025,AQS,340030006,1,0.036,ppm,33,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
27-04-2025,AQS,340030006,1,0.036,ppm,33,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
28-04-2025,AQS,340030006,1,0.053,ppm,49,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
29-04-2025,AQS,340030006,1,0.053,ppm,49,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
30-04-2025,AQS,340030006,1,0.043,ppm,40,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
01-05-2025,AQS,340030006,1,0.045,ppm,42,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
02-05-2025,AQS,340030006,1,0.054,ppm,50,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
03-05-2025,AQS,340030006,1,0.053,ppm,49,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
04-05-2025,AQS,340030006,1,0.033,ppm,31,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
05-05-2025,AQS,340030006,1,0.027,ppm,25,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
06-05-2025,AQS,340030006,1,0.033,ppm,31,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
07-05-2025,AQS,340030006,1,0.042,ppm,39,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
08-05-2025,AQS,340030006,1,0.046,ppm,43,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
09-05-2025,AQS,340030006,1,0.026,ppm,24,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
10-05-2025,AQS,340030006,1,0.041,ppm,38,Leonia,17,100,44201,Ozone,47,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,3,Bergen,40.870436,-73.991994
