ds,NO2,O3,PM25,AQI,Alert
2025-10-05,23.692385780860906,47.69008913566897,13.959050894001798,28.447175270177222,Good
2025-10-06,32.03286129782417,47.30736127511766,12.864194473058035,30.734805681999955,Good
